canonicalElementId,canonicalElementLabel,component,facilityTypes,moduleTitles,sourceCodes,absenceClassification,retirementStatus,interpretation,reviewStatus
HMIS-DE-0635,"Total Maternal Deaths Reviewed (MDR) by DM, out of total reported maternal deaths",Mortality and death review,District Headquarters,Death Reviews (DR) Done,2.2,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0636,"Total Maternal Deaths, occurred at Home to be reported at Block level",Mortality and death review,Block Headquarters,Mortality Details,3.1.1,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0644,Total number of blood samples screened by ELISA/Rapid tests for viral hepatitis,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.13.1; 13.18.1; 14.17.1; 14.19.1,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0647,Total number of blood samples screened by ELISA/Rapid tests for viral hepatitis C (Anti- HCV),Diagnostics and laboratory services,HWC-SC,Patient Services,12.13.1.b,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0649,Total number of blood samples screened by ELISA/Rapid tests for viral hepatitis E(i.e. IgM Anti- HEV),Tuberculosis services,Medical College,National TB Elimination Programme (NTEP),14.17.1.d,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0655,Total number of blood samples tested positive by ELISA/ Rapid tests for viral hepatitis & its management,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.13.2; 13.18.2; 14.17.2; 14.19.2,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0659,Total Number of cases Referred out (OPD+Emergency),Patient services and utilization,HWC-SC,Patient Services,12.3,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0660,Total Number of cases Referred out (OPD+IPD+Emergency),Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.5; 14.3.5,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0661,Total number of Child Deaths Reviewed by CMHO Level,Mortality and death review,District Headquarters,Death Reviews (DR) Done,2.4,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0662,Total number of Child Deaths Reviewed by DM Level,Mortality and death review,District Headquarters,Death Reviews (DR) Done,2.5,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0673,Total Number of Kit Tests conducted in Outreach areas/Camps/in-facility (outside lab),STI/RTI services,HWC-SC,Diagnostics,13.1.3,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0675,Total Number of Lab Tests & Kit Tests,STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.1; 14.1; 15.1,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0682,Total number of oral health camps organized at community/village level,Other HMIS reporting,District Headquarters,National Oral Health Programme (NOHP),5.1,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0683,Total Number of oral health camps organized at school level for school children,Other HMIS reporting,District Headquarters,National Oral Health Programme (NOHP),5.4,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0695,Tuberculosis test conducted for Pregnant Women,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.8,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0697,Widal tests,STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Diagnostics,14.5; 15.5,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
